idx,current_agent_name,best_agent_name,date,learning_rate,batch_size,round_num,play_num,train_epoch,train_buffer_size,PNN_loss,VNN_loss,train_loss,val_PNN_loss,val_VNN_loss,val_loss,win_num,lose_num,draw_num
139,138_10880_11120_7_24_14_14,136_10880_10960_7_24_12_37,7_24_15_5,0.001,32,64,80,1,437105,2.131401539,0.587951243,3.590781927,2.273596048,0.737836003,3.882327557,9,7,0
140,139_11120_11200_7_24_15_5,139_11120_11200_7_24_15_5,7_24_15_50,0.001,32,64,80,1,438305,2.101649284,0.577376783,3.549387455,2.204561949,0.70528537,3.779671431,9,7,0
141,140_11200_11280_7_24_15_50,140_11200_11280_7_24_15_50,7_24_17_3,0.001,32,64,80,1,441107,2.132998466,0.576743066,3.579036474,2.245181322,0.704994678,3.818945885,10,6,0
142,141_11280_11360_7_24_17_4,141_11280_11360_7_24_17_4,7_24_17_56,0.001,32,64,80,1,442986,2.133062124,0.576865077,3.578173637,2.258840084,0.745993912,3.872550488,5,11,0
143,142_11280_11440_7_24_17_56,141_11280_11360_7_24_17_4,7_24_18_53,0.001,32,64,80,1,444879,2.113637924,0.560325801,3.541154146,2.238119841,0.713303804,3.818085909,12,4,0
144,143_11440_11520_7_24_18_54,143_11440_11520_7_24_18_53,7_24_19_35,0.001,32,64,80,1,445999,2.113198757,0.578602433,3.557931423,2.265848398,0.755232394,3.886677027,13,3,0
145,144_11520_11600_7_24_19_35,144_11520_11600_7_24_19_35,7_24_20_42,0.001,32,64,80,1,448067,2.163484097,0.581106782,3.609670401,2.235203981,0.724067688,3.823827982,10,6,0
146,145_11600_11680_7_24_20_43,145_11600_11680_7_24_20_43,7_24_22_22,0.001,32,64,80,1,451793,2.112355232238769,0.5505237579345703,3.5269126892089844,2.269805192947388,0.6862983703613281,3.8196051120758057,4,12,0
147,146_11600_11760_7_24_22_23,145_11600_11680_7_24_20_43,7_25_0_15,0.001,32,64,80,1,455487,2.135045528411865,0.5522617697715759,3.5502870082855225,2.289549827575684,0.7005956172943115,3.852598428726196,14,2,0
148,147_11760_11840_7_25_0_16,147_11760_11840_7_25_0_16,7_25_0_54,0.001,32,64,80,1,456636,2.143948793411255,0.5710117816925049,3.5768914222717285,2.26029109954834,0.70273756980896,3.824434518814087,9,7,0
149,148_11840_11920_7_25_0_55,148_11840_11920_7_25_0_55,7_25_1_36,0.001,32,64,80,1,457933,2.168510913848877,0.5565856695175171,3.5859878063201904,2.25311017036438,0.7042333483695984,3.817713499069214,14,2,0
150,149_11920_12000_7_25_1_36,149_11920_12000_7_25_1_36,7_25_2_41,0.001,32,64,80,1,460309,2.15483021736145,0.5650482773780823,3.57973575592041,2.269670009613037,0.6927034854888916,3.8217170238494873,9,7,0
151,150_12000_12080_7_25_2_42,150_12000_12080_7_25_2_42,7_25_4_18,0.001,32,128,80,1,461989,2.1461057662963867,0.5484017133712769,3.553330659866333,2.2762699127197266,0.6904193162918091,3.8249876499176025,10,6,0
152,151_12080_12160_7_25_4_18,151_12080_12160_7_25_4_18,7_25_6_47,0.001,32,128,80,1,464869,2.134216070175171,0.5356687903404236,3.5276689529418945,2.288588285446167,0.692196786403656,3.838048458099365,16,0,0
153,152_12160_12240_7_25_6_47,152_12160_12240_7_25_6_47,7_25_8_27,0.001,32,128,80,1,466676,2.1786584854125977,0.5601174831390381,3.595521688461304,2.30596923828125,0.6671618223190308,3.8293545246124254,10,6,0
154,153_12240_12320_7_25_8_27,153_12240_12320_7_25_8_27,7_25_11_38,0.001,32,128,80,1,468676,2.172112226486206,0.5408796072006226,3.568695068359375,2.304202079772949,0.6969649195671082,3.8563389778137207,8,8,0
155,154_12240_12400_7_25_11_38,153_12240_12320_7_25_8_27,7_25_13_50,0.001,32,128,80,1,470676,2.146399974822998,0.5398295521736145,3.5408830642700195,2.318233251571656,0.6867371797561646,3.859102725982666,7,9,0
156,155_12240_12480_7_25_13_50,153_12240_12320_7_25_8_27,7_25_15_45,0.001,32,128,80,1,472676,2.152302026748657,0.5347004532814026,3.540614128112793,2.326218605041504,0.7037445306777954,3.8830490112304688,14,2,0
157,156_12480_12560_7_25_15_45,156_12480_12560_7_25_15_45,7_25_18_4,0.001,32,128,80,1,474968,2.1449079513549805,0.5339648127555847,3.531439304351806,2.298797369003296,0.6856048107147217,3.836448192596436,16,0,0
158,157_12560_12640_7_25_18_4,157_12560_12640_7_25_18_4,7_25_21_51,0.001,32,128,80,1,476232,2.197149991989136,0.5458852052688599,3.594573736190796,2.2752840518951416,0.6674157381057739,3.793721914291382,10,6,0
159,158_12640_12720_7_25_21_51,158_12640_12720_7_25_21_51,7_25_23_44,0.001,32,128,80,1,477843,2.20845890045166,0.559340238571167,3.6183149814605713,2.301498413085937,0.6762468814849854,3.8277456760406494,9,7,0
160,159_12720_12800_7_25_23_44,159_12720_12800_7_25_23_44,7_26_1_44,0.001,32,128,80,1,480083,2.2017176151275635,0.5282697081565857,3.5794804096221924,2.354201078414917,0.6663287281990051,3.869515180587769,0,16,0
161,160_12720_12880_7_26_1_44,159_12720_12800_7_25_23_44,7_26_4_0,0.001,32,128,80,1,482323,2.1960344314575195,0.5449353456497192,3.589450120925904,2.261459350585937,0.6809218525886536,3.7903530597686768,10,6,0
162,161_12880_12960_7_26_4_0,161_12880_12960_7_26_4_0,7_26_5_38,0.001,32,128,80,1,484250,2.2049264907836914,0.5480843782424927,3.600480556488037,2.3382761478424072,0.667270839214325,3.852501153945923,0,16,0
163,162_12880_13040_7_26_5_38,161_12880_12960_7_26_4_0,7_26_7_25,0.001,32,128,80,1,486184,2.18947172164917,0.5426340699195862,3.578559637069702,2.337937593460083,0.6446391344070435,3.828525304794312,12,4,0
164,163_13040_13120_7_26_7_25,163_13040_13120_7_26_7_25,7_26_8_58,0.001,32,128,80,1,487714,2.198885202407837,0.5445041060447693,3.5888259410858154,2.326178789138794,0.6697797179222107,3.8408844470977774,4,12,0
165,164_13040_13200_7_26_8_58,163_13040_13120_7_26_7_25,7_26_10_58,0.001,32,128,80,1,489254,2.196608304977417,0.5316991806030273,3.5727310180664062,2.367153644561768,0.6538518667221069,3.8649184703826895,5,11,0
166,165_13040_13280_7_26_10_58,163_13040_13120_7_26_7_25,7_26_12_36,0.001,32,128,80,1,490784,2.20295786857605,0.5381765961647034,3.5845394134521484,2.3469340801239014,0.6812834143638611,3.871119260787964,13,3,0
