idx,current_agent_name,best_agent_name,date,learning_rate,batch_size,round_num,play_num,train_epoch,train_buffer_size,PNN_loss,VNN_loss,train_loss,val_PNN_loss,val_VNN_loss,val_loss,win_num,lose_num,draw_num
111,110_8800_8880_7_23_7_1,110_8800_8880_7_23_7_1,7_23_8_13,0.001,32,64,80,1,377894,1.979075789,0.643221855,3.524264336,2.131549358,0.761156738,3.794106007,7,9,0
112,111_8800_8960_7_23_8_13,110_8800_8880_7_23_7_1,7_23_9_20,0.001,32,64,80,1,380214,2.003483772,0.63643986,3.540767431,2.105301142,0.816589296,3.822170258,12,4,0
113,112_8960_9040_7_23_9_21,112_8960_9040_7_23_9_21,7_23_10_44,0.001,32,64,80,1,382999,1.993163943,0.634811997,3.527696848,2.126825094,0.760582745,3.786566019,9,7,0
114,113_9040_9120_7_23_10_44,113_9040_9120_7_23_10_44,7_23_11_38,0.001,32,64,80,1,384615,2.014731169,0.643792987,3.557130814,2.116186857,0.793831944,3.808068037,6,10,0
115,114_9040_9200_7_23_11_39,113_9040_9120_7_23_10_44,7_23_12_27,0.001,32,64,80,1,386231,2.049956083,0.635248721,3.582700253,2.180460215,0.750922561,3.828314304,4,12,0
116,115_9040_9280_7_23_12_28,113_9040_9120_7_23_10_44,7_23_13_18,0.001,32,64,80,1,387686,1.982046485,0.615006149,3.493427277,2.116146088,0.801680207,3.813637257,14,2,0
117,116_9280_9360_7_23_13_19,116_9280_9360_7_23_13_19,7_23_14_18,0.001,32,64,80,1,389640,2.013904333,0.629139781,3.538310528,2.152354479,0.776691616,3.823763132,6,10,0
118,117_9280_9440_7_23_14_18,116_9280_9360_7_23_13_19,7_23_15_16,0.001,32,64,80,1,391536,2.092232466,0.643233359,3.629634142,2.132893324,0.81252265,3.839029789,12,4,0
119,118_9440_9520_7_23_15_16,118_9440_9520_7_23_15_16,7_23_16_2,0.001,32,64,80,1,392896,2.078312397,0.636361122,3.607741117,2.182431936,0.762542069,3.837486267,2,14,0
120,119_9440_9600_7_23_16_2,118_9440_9520_7_23_15_16,7_23_16_45,0.001,32,64,80,1,394256,2.023346663,0.618894041,3.53420639,2.158712149,0.763227344,3.813349009,7,9,0
121,120_9440_9680_7_23_16_45,118_9440_9520_7_23_15_16,7_23_17_27,0.001,32,64,80,1,395616,2.053781748,0.616362393,3.561007261,2.198995113,0.778752565,3.868061066,14,2,0
122,121_9680_9760_7_23_17_27,121_9680_9760_7_23_17_27,7_23_18_34,0.001,32,64,80,1,397812,2.050908327,0.622781098,3.56345439,2.159785271,0.757782042,3.806785345,8,8,0
123,122_9680_9840_7_23_18_34,121_9680_9760_7_23_17_27,7_23_20_39,0.001,32,64,80,1,400058,2.072100878,0.630294859,3.591072559,2.169504881,0.765701294,3.823334217,6,10,0
124,123_9680_9920_7_23_20_39,121_9680_9760_7_23_17_27,7_23_21_57,0.001,32,64,80,1,402328,2.099342108,0.615627408,3.602557898,2.233971596,0.750958443,3.871974945,5,11,0
125,124_9680_10000_7_23_21_57,121_9680_9760_7_23_17_27,7_23_23_8,0.001,32,64,80,1,404589,2.030757666,0.616973102,3.534224033,2.172953606,0.741799176,3.800690651,0,16,0
126,125_9680_10080_7_23_23_8,121_9680_9760_7_23_17_27,7_24_0_23,0.001,32,64,80,1,406812,2.047996759,0.598233998,3.531616926,2.173743486,0.737326264,3.795899391,12,4,0
127,126_10080_10160_7_24_0_23,126_10080_10160_7_24_0_23,7_24_1_45,0.001,32,64,80,1,409507,2.118491411,0.634550691,3.637336969,2.199706793,0.770815372,3.854271889,9,7,0
128,127_10160_10240_7_24_1_45,127_10160_10240_7_24_1_45,7_24_2_44,0.001,32,64,80,1,411520,2.077425957,0.625195265,3.585835218,2.194943666,0.76491493,3.842537165,16,0,0
129,128_10240_10320_7_24_2_44,128_10240_10320_7_24_2_44,7_24_4_5,0.001,32,64,80,1,414320,2.109915972,0.617548108,3.609602928,2.246894598,0.775129437,3.90362072,5,11,0
130,129_10240_10400_7_24_4_6,128_10240_10320_7_24_2_44,7_24_5_21,0.001,32,64,80,1,417120,2.084816217,0.597262442,3.563142776,2.182154894,0.748272121,3.810947657,4,12,0
131,130_10240_10480_7_24_5_21,128_10240_10320_7_24_2_44,7_24_6_41,0.001,32,64,80,1,419920,2.081030369,0.596370161,3.557378054,2.235815048,0.73600477,3.851254463,7,9,0
132,131_10240_10560_7_24_6_41,128_10240_10320_7_24_2_44,7_24_8_2,0.001,32,64,80,1,422720,2.080830336,0.584623516,3.544347525,2.262549639,0.719593704,3.860496283,5,11,0
133,132_10240_10640_7_24_8_2,128_10240_10320_7_24_2_44,7_24_9_19,0.001,32,64,80,1,425520,2.083374977,0.60171324,3.562907219,2.227986574,0.758263111,3.863524199,14,2,0
134,133_10640_10720_7_24_9_19,133_10640_10720_7_24_9_19,7_24_10_20,0.001,32,64,80,1,427770,2.090796471,0.581919253,3.549451113,2.238458872,0.722041667,3.836692572,8,8,0
135,134_10640_10800_7_24_10_20,133_10640_10720_7_24_9_19,7_24_11_30,0.001,32,64,80,1,430046,2.13255477,0.580229819,3.588445425,2.221252203,0.726856053,3.823234081,12,4,0
136,135_10800_10880_7_24_11_30,135_10800_10880_7_24_11_30,7_24_12_37,0.001,32,64,80,1,432509,2.161177635,0.588475347,3.624250174,2.224772692,0.743322432,3.842164516,10,6,0
137,136_10880_10960_7_24_12_37,136_10880_10960_7_24_12_37,7_24_13_20,0.001,32,64,80,1,434041,2.155464888,0.586749196,3.615757465,2.232524633,0.733177602,3.838712215,6,10,0
138,137_10880_11040_7_24_13_20,136_10880_10960_7_24_12_37,7_24_14_13,0.001,32,64,80,1,435561,2.146182537,0.587708235,3.606376171,2.244927883,0.737680495,3.854561329,2,14,0
